*** Config ***
RB DL #0;25
RB UL #0;25
CAPS;1
Max UE;1
Power on duration;20
Power off duration;10
UE;10

*** Scripts ***
UE ID;Name;Type;Start;Stop;Status;Result
70.021;10;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
71.024;1;0;0;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
71.024;2;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
71.024;3;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
71.024;4;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
71.024;5;0;0;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
71.024;6;5;2;-60.4;287;4;0;5.0;1.0;1060;1;0;18.0;3.0
71.024;7;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
71.024;8;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
71.024;9;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
71.024;10;0;0;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
72.019;1;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
72.019;2;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
72.019;3;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
72.019;4;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
72.019;5;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
72.019;6;5;2;-60.1;289;4;0;5.0;1.0;844;1;1;20.0;2.0
72.019;7;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
72.019;8;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
72.019;9;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
72.019;10;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
73.017;1;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
73.017;2;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
73.017;3;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
73.017;4;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
73.017;5;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
73.017;6;5;2;-60.1;288;4;0;5.0;1.0;0;0;0;0.0;-
73.017;7;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
73.017;8;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
73.017;9;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
73.017;10;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
74.017;1;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
74.017;2;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
74.017;3;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
74.017;4;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
74.017;5;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
74.017;6;5;2;-60.1;288;4;0;5.0;1.0;1680;2;1;20.0;2.0
74.017;7;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
74.017;8;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
74.017;9;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
74.017;10;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
75.019;1;0;0;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
75.019;2;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
75.019;3;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
75.019;4;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
75.019;5;0;0;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
75.019;6;5;2;-60.0;287;4;0;5.0;1.0;0;0;0;0.0;-
75.019;7;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
75.019;8;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
75.019;9;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
75.019;10;0;0;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
76.023;1;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
76.023;2;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
76.023;3;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
76.023;4;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
76.023;5;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
76.023;6;5;2;-60.2;286;4;0;5.0;1.0;0;0;0;0.0;-
76.023;7;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
76.023;8;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
76.023;9;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
76.023;10;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
77.021;1;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
77.021;2;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
77.021;3;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
77.021;4;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
77.021;5;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
77.021;6;5;2;-60.2;288;4;0;5.0;1.0;0;0;0;0.0;-
77.021;7;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
77.021;8;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
77.021;9;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
77.021;10;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
78.023;1;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
78.023;2;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
78.023;3;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
78.023;4;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
78.023;5;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
78.023;6;5;2;-60.1;2762;18;0;5.4;1.9;6834;7;0;18.1;2.7
78.023;7;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
78.023;8;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
78.023;9;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
78.023;10;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
79.023;1;0;0;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
79.023;2;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
79.023;3;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
79.023;4;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
79.023;5;0;0;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
79.023;6;5;2;-60.4;4224;28;0;5.4;1.9;13384;13;1;17.9;2.9
79.023;7;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
79.023;8;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
79.023;9;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
79.023;10;0;0;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
80.019;1;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
80.019;2;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
80.019;3;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
80.019;4;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
80.019;5;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
80.019;6;5;2;-60.1;8160;72;0;5.2;1.4;33132;36;2;17.4;2.7
80.019;7;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
80.019;8;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
80.019;9;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
80.019;10;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
81.023;1;0;0;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
81.023;2;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
81.023;3;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
81.023;4;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
81.023;5;0;0;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
81.023;6;5;2;-60.3;36860;170;0;6.4;2.1;45960;49;0;17.6;2.7
81.023;7;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
81.023;8;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
81.023;9;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
81.023;10;0;0;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
82.022;1;0;0;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
82.022;2;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
82.022;3;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
82.022;4;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
82.022;5;0;0;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
82.022;6;5;2;-60.3;48768;194;0;7.8;2.0;50970;49;0;18.0;2.9
82.022;7;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
82.022;8;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
82.022;9;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
82.022;10;0;0;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
83.024;1;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
83.024;2;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
83.024;3;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
83.024;4;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
83.024;5;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
83.024;6;5;2;-60.1;32558;122;2;7.8;2.1;32902;32;0;17.8;2.9
83.024;7;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
83.024;8;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
83.024;9;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
83.024;10;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
84.022;1;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
84.022;2;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
84.022;3;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
84.022;4;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
84.022;5;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
84.022;6;5;1;-60.2;480;4;0;8.0;1.0;1971;2;0;17.0;3.0
84.022;7;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
84.022;8;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
84.022;9;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
84.022;10;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
85.018;1;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
85.018;2;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
85.018;3;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
85.018;4;5;2;-60.1;2586;9;0;4.1;4.4;5148;7;5;20.2;2.2
85.018;5;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
85.018;6;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
85.018;7;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
85.018;8;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
85.018;9;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
85.018;10;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
86.020;1;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
86.020;2;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
86.020;3;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
86.020;4;5;2;-60.2;287;4;0;5.0;1.0;0;0;0;0.0;-
86.020;5;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
86.020;6;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
86.020;7;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
86.020;8;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
86.020;9;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
86.020;10;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
87.019;1;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
87.019;2;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
87.019;3;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
87.019;4;5;2;-60.1;288;4;0;6.8;5.7;0;0;0;0.0;-
87.019;5;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
87.019;6;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
87.019;7;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
87.019;8;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
87.019;9;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
87.019;10;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
88.018;1;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
88.018;2;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
88.018;3;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
88.018;4;5;2;-60.1;288;4;0;5.0;1.0;1681;2;1;20.0;2.0
88.018;5;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
88.018;6;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
88.018;7;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
88.018;8;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
88.018;9;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
88.018;10;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
89.018;1;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
89.018;2;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
89.018;3;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
89.018;4;5;2;-60.2;288;4;0;5.0;1.0;2000;2;0;19.5;2.5
89.018;5;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
89.018;6;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
89.018;7;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
89.018;8;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
89.018;9;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
89.018;10;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
90.019;1;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
90.019;2;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
90.019;3;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
90.019;4;5;2;-60.2;86745;52;0;6.0;16.1;6329;8;2;18.9;2.1
90.019;5;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
90.019;6;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
90.019;7;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
90.019;8;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
90.019;9;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
90.019;10;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
91.019;1;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
91.019;2;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
91.019;3;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
91.019;4;5;2;-60.1;259792;130;0;6.8;16.6;16000;18;4;18.8;2.3
91.019;5;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
91.019;6;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
91.019;7;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
91.019;8;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
91.019;9;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
91.019;10;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
92.022;1;0;0;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
92.022;2;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
92.022;3;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
92.022;4;5;2;-60.3;87050;44;0;7.7;14.8;5806;6;1;18.5;2.6
92.022;5;0;0;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
92.022;6;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
92.022;7;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
92.022;8;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
92.022;9;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
92.022;10;0;0;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
93.020;1;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
93.020;2;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
93.020;3;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
93.020;4;5;2;-60.1;174268;84;0;7.9;15.0;10925;12;4;18.2;2.6
93.020;5;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
93.020;6;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
93.020;7;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
93.020;8;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
93.020;9;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
93.020;10;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
94.022;1;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
94.022;2;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
94.022;3;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
94.022;4;5;2;-60.2;173157;86;2;7.6;15.2;11001;12;0;17.7;2.7
94.022;5;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
94.022;6;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
94.022;7;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
94.022;8;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
94.022;9;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
94.022;10;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
95.023;1;0;0;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
95.023;2;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
95.023;3;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
95.023;4;5;2;-60.3;259804;128;1;7.4;15.6;16919;18;0;17.9;2.7
95.023;5;0;0;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
95.023;6;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
95.023;7;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
95.023;8;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
95.023;9;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
95.023;10;0;0;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
96.018;1;0;0;-59.9;0;0;0;0.0;-;0;0;0;0.0;-
96.018;2;5;1;-59.9;0;0;0;0.0;-;0;0;0;0.0;-
96.018;3;5;1;-59.9;0;0;0;0.0;-;0;0;0;0.0;-
96.018;4;5;2;-59.9;87847;44;0;7.9;14.5;6657;7;0;17.9;2.7
96.018;5;0;0;-59.9;0;0;0;0.0;-;0;0;0;0.0;-
96.018;6;5;1;-59.9;0;0;0;0.0;-;0;0;0;0.0;-
96.018;7;5;1;-59.9;0;0;0;0.0;-;0;0;0;0.0;-
96.018;8;5;1;-59.9;0;0;0;0.0;-;0;0;0;0.0;-
96.018;9;5;1;-59.9;0;0;0;0.0;-;0;0;0;0.0;-
96.018;10;0;0;-59.9;0;0;0;0.0;-;0;0;0;0.0;-
97.020;1;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
97.020;2;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
97.020;3;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
97.020;4;5;2;-60.1;31792;122;2;7.8;2.1;32558;35;1;17.7;2.7
97.020;5;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
97.020;6;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
97.020;7;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
97.020;8;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
97.020;9;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
97.020;10;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
98.020;1;0;0;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
98.020;2;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
98.020;3;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
98.020;4;5;2;-60.3;48784;192;2;7.8;2.0;49104;49;0;17.9;2.9
98.020;5;0;0;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
98.020;6;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
98.020;7;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
98.020;8;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
98.020;9;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
98.020;10;0;0;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
99.025;1;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
99.025;2;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
99.025;3;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
99.025;4;5;2;-60.2;48318;182;2;7.9;2.1;44967;50;1;17.7;2.6
99.025;5;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
99.025;6;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
99.025;7;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
99.025;8;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
99.025;9;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
99.025;10;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
100.025;1;0;0;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
100.025;2;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
100.025;3;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
100.025;4;5;2;-60.3;35440;158;1;7.4;1.9;45136;48;1;17.6;2.7
100.025;5;0;0;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
100.025;6;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
100.025;7;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
100.025;8;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
100.025;9;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
100.025;10;0;0;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
101.018;1;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
101.018;2;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
101.018;3;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
101.018;4;5;2;-60.1;43440;140;3;8.2;2.5;41522;42;1;17.4;2.9
101.018;5;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
101.018;6;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
101.018;7;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
101.018;8;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
101.018;9;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
101.018;10;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
102.025;1;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
102.025;2;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
102.025;3;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
102.025;4;5;2;-60.1;16254;58;0;7.6;2.3;14848;17;1;17.3;2.6
102.025;5;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
102.025;6;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
102.025;7;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
102.025;8;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
102.025;9;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
102.025;10;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
103.024;1;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
103.024;2;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
103.024;3;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
103.024;4;5;2;-60.2;480;4;0;11.5;2.3;968;1;0;17.0;3.0
103.024;5;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
103.024;6;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
103.024;7;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
103.024;8;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
103.024;9;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
103.024;10;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
104.024;1;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
104.024;2;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
104.024;3;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
104.024;4;5;2;-60.1;480;4;0;8.0;1.0;0;0;0;0.0;-
104.024;5;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
104.024;6;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
104.024;7;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
104.024;8;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
104.024;9;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
104.024;10;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
105.019;1;0;0;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
105.019;2;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
105.019;3;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
105.019;4;5;2;-60.0;450;4;1;7.6;1.0;1069;1;0;18.0;3.0
105.019;5;0;0;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
105.019;6;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
105.019;7;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
105.019;8;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
105.019;9;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
105.019;10;0;0;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
106.023;1;0;0;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
