*** Config ***
RB DL #0;25
RB UL #0;25
CAPS;1
Max UE;1
Power on duration;20
Power off duration;10
UE;10

*** Scripts ***
UE ID;Name;Type;Start;Stop;Status;Result
747.022;7;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
747.022;8;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
747.022;9;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
747.022;10;0;0;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
748.020;1;9;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
748.020;2;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
748.020;3;5;2;-60.4;4665;30;0;7.9;1.3;13074;14;0;17.6;2.7
748.020;4;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
748.020;5;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
748.020;6;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
748.020;7;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
748.020;8;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
748.020;9;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
748.020;10;0;0;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
749.021;1;9;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
749.021;2;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
749.021;3;5;2;-60.4;35916;150;1;8.0;1.9;44867;49;1;17.4;2.7
749.021;4;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
749.021;5;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
749.021;6;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
749.021;7;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
749.021;8;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
749.021;9;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
749.021;10;0;0;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
750.022;1;9;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
750.022;2;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
750.022;3;5;2;-60.2;45682;170;2;7.8;2.1;44307;44;0;17.4;3.0
750.022;4;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
750.022;5;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
750.022;6;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
750.022;7;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
750.022;8;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
750.022;9;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
750.022;10;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
751.017;1;9;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
751.017;2;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
751.017;3;5;2;-60.3;43465;140;2;8.1;2.4;41141;41;2;17.3;3.0
751.017;4;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
751.017;5;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
751.017;6;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
751.017;7;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
751.017;8;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
751.017;9;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
751.017;10;0;0;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
752.024;1;9;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
752.024;2;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
752.024;3;5;2;-60.2;42915;140;2;8.0;2.4;41167;46;0;17.1;2.7
752.024;4;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
752.024;5;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
752.024;6;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
752.024;7;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
752.024;8;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
752.024;9;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
752.024;10;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
753.019;1;9;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
753.019;2;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
753.019;3;5;2;-60.0;16804;54;0;7.9;2.4;17117;17;0;17.3;3.0
753.019;4;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
753.019;5;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
753.019;6;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
753.019;7;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
753.019;8;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
753.019;9;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
753.019;10;0;0;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
754.018;1;9;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
754.018;2;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
754.018;3;5;2;-60.0;480;4;0;8.0;1.0;3291;3;0;18.3;3.0
754.018;4;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
754.018;5;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
754.018;6;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
754.018;7;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
754.018;8;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
754.018;9;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
754.018;10;0;0;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
755.020;1;9;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
755.020;2;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
755.020;3;5;2;-60.1;479;4;0;8.0;1.0;1061;1;0;18.0;3.0
755.020;4;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
755.020;5;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
755.020;6;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
755.020;7;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
755.020;8;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
755.020;9;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
755.020;10;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
756.019;1;9;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
756.019;2;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
756.019;3;5;1;-60.1;720;6;0;8.0;1.0;1065;1;0;18.0;3.0
756.019;4;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
756.019;5;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
756.019;6;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
756.019;7;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
756.019;8;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
756.019;9;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
756.019;10;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
757.019;1;9;1;-59.9;2704;7;5;11.9;2.3;4288;6;3;20.2;2.2
757.019;2;5;1;-59.9;0;0;0;0.0;-;0;0;0;0.0;-
757.019;3;5;1;-59.9;0;0;0;0.0;-;0;0;0;0.0;-
757.019;4;5;1;-59.9;0;0;0;0.0;-;0;0;0;0.0;-
757.019;5;5;1;-59.9;0;0;0;0.0;-;0;0;0;0.0;-
757.019;6;5;1;-59.9;0;0;0;0.0;-;0;0;0;0.0;-
757.019;7;5;1;-59.9;0;0;0;0.0;-;0;0;0;0.0;-
757.019;8;5;1;-59.9;0;0;0;0.0;-;0;0;0;0.0;-
757.019;9;5;1;-59.9;0;0;0;0.0;-;0;0;0;0.0;-
757.019;10;0;0;-59.9;0;0;0;0.0;-;0;0;0;0.0;-
758.018;1;9;2;-60.1;10586;13;10;11.8;5.1;11291;6;4;19.3;5.6
758.018;2;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
758.018;3;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
758.018;4;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
758.018;5;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
758.018;6;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
758.018;7;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
758.018;8;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
758.018;9;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
758.018;10;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
759.019;1;9;2;-60.1;9638;8;8;11.0;7.0;10429;5;2;19.2;7.1
759.019;2;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
759.019;3;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
759.019;4;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
759.019;5;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
759.019;6;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
759.019;7;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
759.019;8;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
759.019;9;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
759.019;10;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
760.019;1;9;2;-60.0;9648;8;11;11.0;5.4;11208;5;2;19.4;6.6
760.019;2;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
760.019;3;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
760.019;4;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
760.019;5;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
760.019;6;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
760.019;7;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
760.019;8;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
760.019;9;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
760.019;10;0;0;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
761.024;1;9;2;-60.3;19279;14;15;11.0;6.9;13922;7;3;19.4;5.9
761.024;2;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
761.024;3;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
761.024;4;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
761.024;5;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
761.024;6;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
761.024;7;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
761.024;8;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
761.024;9;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
761.024;10;0;0;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
762.017;1;9;2;-60.3;89144;41;40;11.1;12.0;7927;8;1;18.0;2.7
762.017;2;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
762.017;3;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
762.017;4;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
762.017;5;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
762.017;6;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
762.017;7;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
762.017;8;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
762.017;9;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
762.017;10;0;0;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
763.021;1;9;2;-60.2;262836;119;104;10.9;12.9;19641;21;0;18.1;2.6
763.021;2;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
763.021;3;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
763.021;4;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
763.021;5;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
763.021;6;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
763.021;7;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
763.021;8;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
763.021;9;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
763.021;10;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
764.019;1;9;2;-60.0;89058;44;40;10.9;11.5;8136;9;1;18.4;2.4
764.019;2;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
764.019;3;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
764.019;4;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
764.019;5;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
764.019;6;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
764.019;7;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
764.019;8;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
764.019;9;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
764.019;10;0;0;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
765.023;1;9;2;-60.3;89083;48;42;11.0;11.6;7784;8;0;18.0;2.8
765.023;2;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
765.023;3;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
765.023;4;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
765.023;5;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
765.023;6;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
765.023;7;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
765.023;8;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
765.023;9;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
765.023;10;0;0;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
766.020;1;9;2;-60.2;89195;48;48;11.0;10.6;7646;8;0;17.8;2.8
766.020;2;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
766.020;3;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
766.020;4;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
766.020;5;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
766.020;6;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
766.020;7;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
766.020;8;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
766.020;9;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
766.020;10;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
767.018;1;9;2;-60.1;178372;90;87;11.0;10.5;16529;18;0;18.1;2.6
767.018;2;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
767.018;3;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
767.018;4;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
767.018;5;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
767.018;6;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
767.018;7;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
767.018;8;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
767.018;9;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
767.018;10;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
768.023;1;9;2;-60.0;88183;44;38;10.9;12.1;8103;9;1;17.9;2.5
768.023;2;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
768.023;3;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
768.023;4;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
768.023;5;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
768.023;6;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
768.023;7;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
768.023;8;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
768.023;9;5;1;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
768.023;10;0;0;-60.0;0;0;0;0.0;-;0;0;0;0.0;-
769.018;1;9;2;-60.4;9632;41;28;11.0;1.5;10138;11;0;17.8;2.6
769.018;2;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
769.018;3;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
769.018;4;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
769.018;5;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
769.018;6;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
769.018;7;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
769.018;8;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
769.018;9;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
769.018;10;0;0;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
770.020;1;9;2;-60.4;45604;187;143;11.0;1.5;46435;51;1;18.0;2.6
770.020;2;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
770.020;3;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
770.020;4;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
770.020;5;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
770.020;6;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
770.020;7;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
770.020;8;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
770.020;9;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
770.020;10;0;0;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
771.018;1;9;2;-60.1;35014;120;79;11.0;1.8;34813;36;2;17.8;2.7
771.018;2;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
771.018;3;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
771.018;4;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
771.018;5;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
771.018;6;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
771.018;7;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
771.018;8;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
771.018;9;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
771.018;10;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
772.017;1;9;2;-60.2;15055;84;65;11.0;1.2;35539;40;0;17.2;2.7
772.017;2;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
772.017;3;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
772.017;4;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
772.017;5;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
772.017;6;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
772.017;7;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
772.017;8;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
772.017;9;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
772.017;10;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
773.023;1;9;2;-60.3;30656;103;72;11.0;1.8;37129;37;0;17.4;3.0
773.023;2;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
773.023;3;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
773.023;4;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
773.023;5;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
773.023;6;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
773.023;7;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
773.023;8;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
773.023;9;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
773.023;10;0;0;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
774.022;1;9;2;-60.4;34866;127;80;11.0;1.7;32056;31;0;17.6;3.0
774.022;2;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
774.022;3;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
774.022;4;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
774.022;5;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
774.022;6;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
774.022;7;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
774.022;8;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
774.022;9;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
774.022;10;0;0;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
775.019;1;9;2;-60.1;577;4;4;11.0;1.0;2038;2;0;17.5;3.0
775.019;2;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
775.019;3;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
775.019;4;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
775.019;5;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
775.019;6;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
775.019;7;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
775.019;8;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
775.019;9;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
775.019;10;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
776.020;1;9;2;-60.2;575;4;4;11.0;1.0;0;0;0;0.0;-
776.020;2;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
776.020;3;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
776.020;4;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
776.020;5;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
776.020;6;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
776.020;7;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
776.020;8;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
776.020;9;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
776.020;10;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
777.022;1;9;1;-60.3;431;3;1;11.0;1.0;966;1;0;17.0;3.0
777.022;2;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
777.022;3;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
777.022;4;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
777.022;5;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
777.022;6;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
777.022;7;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
777.022;8;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
777.022;9;5;1;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
777.022;10;0;0;-60.3;0;0;0;0.0;-;0;0;0;0.0;-
778.020;1;9;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
778.020;2;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
778.020;3;5;2;-60.4;2581;9;0;3.7;4.6;6300;8;1;20.0;2.3
778.020;4;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
778.020;5;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
778.020;6;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
778.020;7;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
778.020;8;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
778.020;9;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
778.020;10;0;0;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
779.018;1;9;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
779.018;2;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
779.018;3;5;2;-60.4;288;4;0;5.0;1.0;841;1;0;20.0;2.0
779.018;4;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
779.018;5;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
779.018;6;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
779.018;7;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
779.018;8;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
779.018;9;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
779.018;10;0;0;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
780.022;1;9;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
780.022;2;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
780.022;3;5;2;-60.1;286;4;0;5.0;1.0;0;0;0;0.0;-
780.022;4;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
780.022;5;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
780.022;6;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
780.022;7;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
780.022;8;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
780.022;9;5;1;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
780.022;10;0;0;-60.1;0;0;0;0.0;-;0;0;0;0.0;-
781.018;1;9;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
781.018;2;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
781.018;3;5;2;-60.2;289;4;0;5.0;1.0;0;0;0;0.0;-
781.018;4;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
781.018;5;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
781.018;6;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
781.018;7;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
781.018;8;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
781.018;9;5;1;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
781.018;10;0;0;-60.2;0;0;0;0.0;-;0;0;0;0.0;-
782.028;1;9;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
782.028;2;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
782.028;3;5;2;-60.4;285;4;0;5.0;1.0;0;0;0;0.0;-
782.028;4;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
782.028;5;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
782.028;6;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
782.028;7;5;1;-60.4;0;0;0;0.0;-;0;0;0;0.0;-
